wikipedia_id,freebase_id,name,release_date,box_office,genres,imdb_id
31036626,/m/0gg4rvb,Women Seeking Women,,,"{""/m/01jk9n"": ""Pornographic movie""}",
11221168,/m/02r42n_,Khawaja and Son,,,"{""/m/07s9rl0"": ""Drama""}",
33968953,/m/0hn9cnk,Viva Buddy,1934,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",tt0025947
14092945,/m/03ctbpg,The Anonymous Heroes,1971,,"{""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy"", ""/m/0gw5qqq"": ""Chinese Movies""}",
34086005,/m/0hr0_gd,Playgirls International,1963,,"{""/m/0jtdp"": ""Documentary""}",tt0187408
35300735,/m/0n3xxpd,The Hangover Part III,2013,,{},tt1951261
13554668,/m/03c97qg,Golden Throats of the 20th Century,,,"{""/m/05p553"": ""Comedy film"", ""/m/0jtdp"": ""Documentary""}",
11826721,/m/02rttc5,The Freak,,,"{""/m/01z4y"": ""Comedy""}",
14929193,/m/02r51rn,Death and Me,,,"{""/m/01hmnh"": ""Fantasy""}",
13677429,/m/03cdw30,Hiripoda Wassa,2006,,"{""/m/02l7c8"": ""Romance Film""}",tt7618032
25054995,/m/09g7357,FBI Code 98,1962,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/028v3"": ""Detective fiction"", ""/m/0vjs6"": ""Detective"", ""/m/02n4kr"": ""Mystery""}",tt0058077
32780154,/m/0h3ty3h,In the Attic,2009,,"{""/m/06qln"": ""Stop motion""}",
15133732,/m/03hjm6r,The Secret Diary of Adrian Mole,,,{},
9059503,/m/027w5s5,Unsolved History,,,{},tt0357400
27264965,/m/0bwlmbx,Maneater of Hydra,1967,,"{""/m/03npn"": ""Horror""}",tt0059215
32543693,/m/0h1cr5l,Boy Meets Girl,1984,,"{""/m/07s9rl0"": ""Drama""}",
22565208,/m/05zng0w,Scragg 'n' bones,,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hcr"": ""Animation""}",
21138940,/m/05b_f9l,Washi to taka,1957,,"{""/m/0gw5n2f"": ""Japanese Movies""}",tt0324502
18916948,/m/04jkrxj,The Last Target,,,"{""/m/01jfsb"": ""Thriller""}",tt0068834
27758701,/m/0cc9y11,The Battle of Austerlitz,,,"{""/m/03g3w"": ""History"", ""/m/07s9rl0"": ""Drama""}",
31097143,/m/0gh70q6,Il Giorno prima,1987,,"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama""}",tt0092781
11252704,/m/02r54vb,The Bulleteers,1942,,"{""/m/0btmb"": ""Superhero"", ""/m/04pbhw"": ""Superhero movie""}",tt0034556
20904171,/m/05b5htr,Niyaz Aur Namaaz,,,"{""/m/07s9rl0"": ""Drama""}",
20816204,/m/057_97c,Street Hero,1984,,"{""/m/07s9rl0"": ""Drama""}",
27507961,/m/02vr0yt,Why democracy?,2007,,"{""/m/0jtdp"": ""Documentary""}",
34155445,/m/0hr4xdg,Enga Chinna Rasa,1987,,"{""/m/07s9rl0"": ""Drama""}",tt0155694
4471098,/m/0c49nf,Ok-nyeo,1928,,"{""/m/06ppq"": ""Silent film"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white""}",tt0323483
29071909,/m/0dlmcq3,Chu-Chin-Chow,1923,,"{""/m/06ppq"": ""Silent film""}",tt0013925
21634660,/m/05mvf0x,"Papa, Can You Hear Me Sing",1983,,"{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama""}",tt0085388
29272722,/m/0dscm90,Peek-a-boo,1954,,"{""/m/05p553"": ""Comedy film""}",tt0046688
3072383,/m/08pjp2,The Great Piggy Bank Robbery,1946,,"{""/m/01z4y"": ""Comedy""}",tt0038576
20550138,/m/051yg69,30 Days of Night: Dust to Dust,2007,,"{""/m/07s9rl0"": ""Drama"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",tt1245687
30353485,/m/0g5s3_v,Slutty and Sluttier,,,"{""/m/01jk9n"": ""Pornographic movie"", ""/m/02nxfrh"": ""Adult""}",tt0869138
28373633,/m/0crdzdv,Škola základ života,1938,,"{""/m/05p553"": ""Comedy film""}",tt0152462
32999479,/m/0h53nbw,You've Got to Be Smart,1967,,"{""/m/07s9rl0"": ""Drama""}",tt0062514
7596752,/m/0kvc3l,The Collingswood Story,2002,,"{""/m/03npn"": ""Horror""}",tt0328720
29707690,/m/0fq1hzr,Shadows and Faces,2010,,"{""/m/07s9rl0"": ""Drama""}",tt1834824
26776755,/m/0bm9gdp,Self Helpless,2010,,"{""/m/05p553"": ""Comedy film""}",tt1434449
31087555,/m/0gh71tf,Ooriki Ichina Maata,1981,,"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama""}",tt0246130
26399641,/m/0gksg1j,The Fading Light,2009,,"{""/m/07s9rl0"": ""Drama""}",
32371910,/m/0gyscnm,Moving Day,1936,,"{""/m/02hmvc"": ""Short Film""}",tt0027994
17249476,/m/043nwy8,A Pistol for Ringo,1965,,"{""/m/0hfjk"": ""Western"", ""/m/0771_"": ""Spaghetti Western""}",tt0059601
23026426,/m/064pdzy,Gidget's Summer Reunion,,,"{""/m/06cvj"": ""Romantic comedy"", ""/m/01t_vv"": ""Comedy-drama""}",tt0089202
12059622,/m/02vngjw,La stella che non c'è,2006,,"{""/m/07s9rl0"": ""Drama""}",tt0448131
12634855,/m/02wy_dy,Looney Tunes Golden Collection: Volume 5,2007,,{},
19288777,/m/04lg4q4,Sleeping Luck,2003,,"{""/m/07s9rl0"": ""Drama""}",tt0382321
20904007,/m/05b25x0,Agar... If,1977,,{},tt0414806
19165776,/m/04lh5qf,Hooked Bear,1956,,"{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy""}",tt0049328
20581295,/m/051wbms,Do Bachche Dus Haath,1972,,"{""/m/07s9rl0"": ""Drama""}",tt0231468
9676098,/m/02pnvhb,Battle Angel OVA,,,"{""/m/01qpc"": ""Cyberpunk"", ""/m/0gw5n2f"": ""Japanese Movies""}",tt0107061
24859792,/m/09gggwv,Max Steel: Dark Rival,2007,,"{""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/0hcr"": ""Animation""}",tt1388781
20998864,/m/05b3vx_,The Secret of Cavelli,1934,,"{""/m/01g6gs"": ""Black-and-white""}",tt0025258
19082316,/m/04jlrcq,Tong Tana,,,"{""/m/0jtdp"": ""Documentary""}",tt0098489
9029387,/m/027v2mn,AFI's 100 Years…100 Movies – 10th Anniversary Edition,,,{},
32774210,/m/0h3mj39,Pluto,,,{},
22139979,/m/05p2sb6,Devil's Covenant,,,"{""/m/02kdv5l"": ""Action"", ""/m/0hcr"": ""Animation""}",
17254858,/m/043k28s,Jennifer Wakeman Parade,,,"{""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}",
14596339,/m/03d8_zg,Our Mr. Sun,,,"{""/m/0jtdp"": ""Documentary""}",tt0159620
31087327,/m/0gg4fms,Kukka Katuku Cheppu Debba,1979,,"{""/m/07s9rl0"": ""Drama""}",tt0246023
30715887,/m/0crcsh5,Valentin the Good,1942,,"{""/m/05p553"": ""Comedy film""}",tt0153484
31121489,/m/0gh8fb7,Poonthotta Kaavalkaaran,1988,,"{""/m/07s9rl0"": ""Drama""}",tt0320293
18552074,/m/04f_mph,Andhra Andagadu,,,"{""/m/01z4y"": ""Comedy""}",
26068611,/m/0b6j43n,Starship,1984,,"{""/m/06n90"": ""Science Fiction""}",tt0090068
9488284,/m/028by4f,Atracción peculiar,1988,,"{""/m/06cvj"": ""Romantic comedy"", ""/m/01z4y"": ""Comedy""}",tt0198316
17182785,/m/043qmnz,Canzoni per le strade,1950,,"{""/m/01g6gs"": ""Black-and-white""}",tt0041226
12140353,/m/02vr4gl,Domo Arigato,,,"{""/m/07s9rl0"": ""Drama""}",tt0068494
5896752,/m/0fcf0r,Quentin Quail,1946,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",tt0038865
33502947,/m/0ddfvc_,Sorority Row 2: New Blood,,,"{""/m/03npn"": ""Horror""}",
21084829,/m/05c2c5z,Franz + Polina,2006,,"{""/m/068d7h"": ""Romantic drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama""}",tt0899242
16028780,/m/0by1pxn,Big Bang,2007,,"{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",tt1135774
13557348,/m/03c9b3g,Rabbit Romeo,1957,,"{""/m/01z4y"": ""Comedy""}",tt0050875
7193021,/m/0kv028,The Rise and Fall of the Great Lakes,1968,,"{""/m/02hmvc"": ""Short Film"", ""/m/0jtdp"": ""Documentary""}",tt0063506
36582634,/m/0gks5yv,Sweet Country,,,"{""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama""}",tt0092034
13055932,/m/02z4vcg,Four Steps in the Clouds,1942,,"{""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",tt0035230
9110018,/m/027x_dk,Irham Dmoo`i,1954,,"{""/m/07s9rl0"": ""Drama""}",tt0342578
34180770,/m/0hq_s4v,Nee Thodu Kavali,2002,,"{""/m/02l7c8"": ""Romance Film""}",tt1330584
27736491,/m/0cc9n37,Saigo no Yakusoku,,,"{""/m/07s9rl0"": ""Drama""}",tt1573889
21406278,/m/05f3jf6,"P'tang, Yang, Kipperbang",,,"{""/m/01z4y"": ""Comedy""}",tt0084459
17216587,/m/043s1vj,The Straitjacket Lottery,,,"{""/m/02hmvc"": ""Short Film"", ""/m/01z4y"": ""Comedy""}",tt0415294
36348935,/m/09v92mt,The Wicked,1991,,"{""/m/02hmvc"": ""Short Film""}",tt0101551
17912395,/m/047rvcx,Cuore di cane,1976,,"{""/m/06n90"": ""Science Fiction"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy""}",tt0072837
28499036,/m/0crcjzg,Welcome to Punjab,,,"{""/m/07s9rl0"": ""Drama""}",
33617459,/m/0hgmmf4,Roland and Rattfink,,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hcr"": ""Animation""}",
20904293,/m/05b0t8s,Chor Ke Ghar Chor,1978,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}",tt0246492
36525875,/m/0j_8rd7,A Special Cop in Action,1976,,"{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action""}",tt0179901
1725281,/m/05rcm0,Bella and the Boys,,,{},
2237002,/m/06y7cy,Patlabor: The New Files,,,"{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/05p553"": ""Comedy film""}",
3160086,/m/08w7xy,The Awful Orphan,1949,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",tt0041142
25871150,/m/09v6r6q,Tweet Tweet Tweety,1951,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/0hcr"": ""Animation""}",tt0044153
31819207,/m/0gtwh1v,This England,1941,,"{""/m/02l7c8"": ""Romance Film"", ""/m/03hn0"": ""Historical drama""}",tt0034284
10225164,/m/02q5t8h,History of the Arkanar Massacre,2013,,"{""/m/06n90"": ""Science Fiction""}",tt2328813
17861797,/m/047g80w,Un linceul n'a pas de poches,1974,,"{""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama""}",tt0072337
32124219,/m/0gx0bkx,Panic Button,1964,,"{""/m/05p553"": ""Comedy film""}",tt0058446
25689620,/m/09v8xs5,Early Spring Story,1985,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",tt0134975
21353696,/m/05f3j5_,The Adultress,1973,,"{""/m/0hj3nbk"": ""Marriage Drama"", ""/m/07s9rl0"": ""Drama""}",tt0069679
33839298,/m/0hn9cx3,It's the Old Army Game,1926,,"{""/m/06ppq"": ""Silent film"", ""/m/05p553"": ""Comedy film"", ""/m/02l7c8"": ""Romance Film"", ""/m/03k9fj"": ""Adventure""}",tt0017004
29577999,/m/0fpjm69,Cool It,2010,,"{""/m/0jtdp"": ""Documentary""}",
27572089,/m/0cc6g_6,Women of Tibet: A Quiet Revolution,,,"{""/m/0jtdp"": ""Documentary""}",
29181320,/m/0dlkzdr,2112: The Birth of Doraemon,,,"{""/m/0hcr"": ""Animation""}",
12603362,/m/02wxj65,Asignatura pendiente,1977,,"{""/m/07s9rl0"": ""Drama""}",tt0075701
11720878,/m/02rq1sm,Sailaab,1956,,"{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01g6gs"": ""Black-and-white""}",tt0047439
20378925,/m/04zzgkj,Mai,,,"{""/m/07s9rl0"": ""Drama""}",tt0308537
10023835,/m/02p_4pf,Rapado,1992,,"{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",tt0107922
21114978,/m/05b_3vd,Ta kitrina gantia,1960,,"{""/m/01z4y"": ""Comedy""}",tt0180782
15754185,/m/03nsd3n,Memoirs of Hadrian,,,"{""/m/07s9rl0"": ""Drama"", ""/m/03hn0"": ""Historical drama""}",
28620465,/m/0czdr32,Muran,2011,,"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama""}",tt2053397
20903058,/m/05b51mh,Doosri Sita,1974,,"{""/m/07s9rl0"": ""Drama""}",tt0357610
9110821,/m/027y0nx,Al-Malak al-Zalem,1954,,"{""/m/07s9rl0"": ""Drama""}",tt0318420
18647030,/m/04gh2gw,Deux enfoirés à Saint-Tropez,,,"{""/m/01z4y"": ""Comedy""}",tt0272071
12412800,/m/02w48zh,Insee thong,1970,,"{""/m/02kdv5l"": ""Action""}",tt10499040
35666815,/m/03g01g7,24 heures de la vie d'une femme,,,"{""/m/07s9rl0"": ""Drama""}",
9531236,/m/02pj0gz,18-J,2004,,"{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/01f9r0"": ""Docudrama""}",tt0411057
29275421,/m/0ds49w0,Fortuna,1967,,"{""/m/07s9rl0"": ""Drama""}",tt0060423
30586554,/m/0g9xm2m,The Father Clements Story,,,"{""/m/07s9rl0"": ""Drama""}",tt0093013
31989005,/m/0gvrddq,The Little Apocalypse,1993,,"{""/m/05p553"": ""Comedy film""}",tt0107816
32219412,/m/0h1d3mm,Teri Meri Kahaani,,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",
12787269,/m/02x4y0k,Femmes de Sade,,,"{""/m/01jk9n"": ""Pornographic movie""}",tt0074523
10421554,/m/02qcj9v,The Tripods,,,"{""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy""}",
32051090,/m/0gwztqk,My Heart Is That Eternal Rose,,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",tt0093944
26476700,/m/0bbvntw,Sportloto-82,,,"{""/m/05p553"": ""Comedy film""}",tt0084716
6550840,/m/0g9xgg,"My Father, My Son",2005,,"{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",tt0476735
5954488,/m/0fggp3,Palm World Voices: Mandela,,,"{""/m/0jtdp"": ""Documentary""}",
28894456,/m/0dd97tr,Sus,2010,,"{""/m/07s9rl0"": ""Drama""}",
28483015,/m/0crdz36,Baanam,2009,,"{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",tt1509735
25044908,/m/09gfgdy,The Perfect Burger,,,"{""/m/03npn"": ""Horror""}",
25566339,/m/09rtplt,Thiruvalla,,,{},
24543059,/m/080b74s,Mukhaputa,2009,,"{""/m/07s9rl0"": ""Drama""}",
24763314,/m/080mrgr,Prem Kahani,,,"{""/m/02l7c8"": ""Romance Film""}",tt14188874
11266896,/m/02r5n1m,Between Hitler and Stalin,2003,,"{""/m/0jtdp"": ""Documentary""}",tt5908120
1515261,/m/05772n,The Muppets at Walt Disney World,,,"{""/m/04rlf"": ""Music"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy""}",tt0244084
25616094,/m/09v7ns9,Come On Get Happy: The Partridge Family Story,,,"{""/m/04rlf"": ""Music"", ""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",tt0212885
28162496,/m/0cm9b35,Go Quiet,,,"{""/m/04rlf"": ""Music""}",tt1664651
18885319,/m/04jljk2,Best,2000,,"{""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama""}",tt0181311
19231931,/m/04ldgjd,If You Don't Save Paper,,,"{""/m/02hmvc"": ""Short Film""}",tt0405036
7468358,/m/0kv89p,Hard Luck Hero,2003,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02kdv5l"": ""Action""}",tt0405004
25059638,/m/09gb0vx,Cheluveye Ninna Nodalu,2010,,"{""/m/02l7c8"": ""Romance Film""}",
10811566,/m/02qqrnx,Peccati in famiglia,1975,,"{""/m/01yldk"": ""Softcore Porn"", ""/m/07s9rl0"": ""Drama"", ""/m/02js9"": ""Erotica"", ""/m/02nxfrh"": ""Adult""}",tt0073524
10791960,/m/02qq3b1,Anbukku Naan Adimai,1980,,"{""/m/07s9rl0"": ""Drama""}",tt0274336
30724999,/m/0gfh7q3,The Joy That Kills,,,{},
27675112,/m/0c3v816,Decameron Nights,1953,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}",tt0045675
28794224,/m/0ddg5_s,Andrei Svislotskiy,1991,,"{""/m/02hmvc"": ""Short Film""}",tt0432712
33867036,/m/0hn8jn0,Lucky Ducky,1948,,"{""/m/02hmvc"": ""Short Film"", ""/m/05p553"": ""Comedy film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",tt0040554
4396713,/m/0b__ww,The Chris Rock Show,,,{},tt0118285
25881579,/m/09v2_4v,Amelie or The Time to Love,1961,,"{""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama"", ""/m/01f9r0"": ""Docudrama""}",tt0166076
26979438,/m/0bs0jws,Crazy Old Woman,,,"{""/m/02hmvc"": ""Short Film""}",tt1282034
27500833,/m/0c015zb,The Haunting in Georgia,2013,,"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror""}",tt1457765
25192672,/m/09gc4vp,Bomber,2009,,"{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",
33643403,/m/0hgp7dx,Varadhanayaka,2013,,"{""/m/02kdv5l"": ""Action""}",tt2949874
29259560,/m/0ds7g40,Dookudu,2011,,"{""/m/05p553"": ""Comedy film"", ""/m/02kdv5l"": ""Action""}",tt1756476
23633056,/m/06zkj42,Moscow Pride '06,2006,,"{""/m/0jtdp"": ""Documentary""}",tt0970183
4435995,/m/0c286b,Madman,,,"{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",
29174437,/m/0dlj9t0,Paper,2010,103964.0,"{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",
15424601,/m/03m85lt,Tiger Bay,,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",tt0025896
11143188,/m/02r1gvn,Then Sindhudhe Vaanam,1975,,{},tt9226880
20520677,/m/051xp6l,Watch the Birdie,,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",tt0153657
21686589,/m/025sktx,The Idol,1966,,"{""/m/07s9rl0"": ""Drama""}",tt0060533
31309309,/m/0gjdpth,What Every Woman Wants,1962,,"{""/m/05p553"": ""Comedy film""}",tt0056688
21482625,/m/05h2mzn,Hibari no komoriuta,1951,,"{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/01g6gs"": ""Black-and-white""}",tt2009490
15252331,/m/03hn7rm,Top Bet,1991,,"{""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/01z4y"": ""Comedy""}",tt0101780
10467113,/m/02qd_20,La Rose de Versailles,,,"{""/m/02l7c8"": ""Romance Film"", ""/m/0jxy"": ""Anime"", ""/m/07s9rl0"": ""Drama""}",
32412373,/m/0c1p43s,Two Are Guilty,1963,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",tt0057106
26172264,/m/0b6p1v9,Mudh Mudh Ke Na Dekkh Mudh Mudh Ke,,,"{""/m/02l7c8"": ""Romance Film""}",
28237622,/m/0cny5pp,The Voice of Merrill,1952,,"{""/m/02n4kr"": ""Mystery""}",tt0044931
1045343,/m/0415xc,Sing Blue Silver,,,"{""/m/04rlf"": ""Music"", ""/m/0jtdp"": ""Documentary""}",
10177090,/m/02q47n_,Scrap Happy Daffy,1943,,"{""/m/02hmvc"": ""Short Film"", ""/m/082gq"": ""War film"", ""/m/0hcr"": ""Animation""}",tt0036334
21321538,/m/05f3kgm,Marthanda Varma,1933,,"{""/m/06ppq"": ""Silent film"", ""/m/01g6gs"": ""Black-and-white""}",tt0213861
16357111,/m/03whpx7,"A Kiss, Please",2007,,"{""/m/06cvj"": ""Romantic comedy""}",
20064686,/m/04y9nyy,Orochi,1925,,"{""/m/06ppq"": ""Silent film"", ""/m/0gw5n2f"": ""Japanese Movies""}",tt0016185
32755136,/m/0h3wj89,A Year of the Quiet Sun,1984,,"{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",
23746129,/m/06zm94j,Batman: The Lazarus Syndrome,,,{},
24499030,/m/080hswj,Hoomale,1999,,"{""/m/02l7c8"": ""Romance Film""}",tt14826596
7891532,/m/026hvx9,Untitled Superman Returns sequel,,,{},
29948492,/m/0fqq3hm,Egill: The Last Pagan,,,"{""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation""}",
23228676,/m/0660pt4,Olave Jeevana Lekkachaara,2009,,"{""/m/07s9rl0"": ""Drama""}",tt14817772
12323174,/m/02v_7yg,Geleya,,,{},tt5618668
18907205,/m/04jc_x_,The Glass Cage,1955,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery""}",tt0048123
33537169,/m/0hgn3mb,Médecins de nuit,,,"{""/m/07s9rl0"": ""Drama""}",tt0166053
13638200,/m/02r_d7b,Rockin' with Judy Jetson,,,"{""/m/0hcr"": ""Animation""}",tt0191405
29641045,/m/0fpjn66,Daayen Ya Baayen,2010,,"{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film""}",tt1668078
31975802,/m/0gvsnpt,Amok,1934,,"{""/m/07s9rl0"": ""Drama""}",
27970777,/m/0ch48n7,The Foxy Hunter,1937,,"{""/m/02hmvc"": ""Short Film"", ""/m/0hqxf"": ""Family Film"", ""/m/05p553"": ""Comedy film"", ""/m/0hcr"": ""Animation""}",tt0028894
11491456,/m/02rfpf5,Jerry and the Goldfish,,,"{""/m/02hmvc"": ""Short Film""}",tt0043684
30612039,/m/0g9v4w6,Life Is a Dog,1933,,"{""/m/05p553"": ""Comedy film""}",tt0166891
33187740,/m/0h64mfc,Hai Hai Nayaka,,,"{""/m/05p553"": ""Comedy film""}",tt0249561
27435066,/m/0b__7w1,The Hunt,2010,,"{""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",tt1734480
31466847,/m/0gkz21g,Debtocracy,2011,,"{""/m/0jtdp"": ""Documentary""}",tt1890383
21706954,/m/05mz1t8,Amazon Symphony,1954,,"{""/m/0hcr"": ""Animation""}",tt0190006
32884819,/m/0h3pbg3,Ishq,2012,,"{""/m/02l7c8"": ""Romance Film""}",tt2265381
7672677,/m/0268g_r,James May's Top Toys,,,{},tt0498720
32340057,/m/0gywx07,Judy of Rogue's Harbor,1920,,"{""/m/06ppq"": ""Silent film""}",tt0011356
23545853,/m/06w4mq9,Ruins of the Reich,2007,,"{""/m/082gq"": ""War film""}",tt1345511
4109412,/m/0bjm16,Sanctuary,,,{},tt0432043
30852116,/m/0gfhgym,The Rain Children,2003,,"{""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation""}",tt0296619
10264161,/m/02q6x7h,Loft,2005,,"{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror""}",tt0443231
20696301,/m/0521k2f,Voi meitä! Anoppi tulee,,,"{""/m/01z4y"": ""Comedy""}",tt0024740
22483035,/m/05zlgm0,Kikansha Sensei,2004,,"{""/m/0gw5n2f"": ""Japanese Movies""}",tt0492662
25923604,/m/0b6j8pp,A Child's Christmases in Wales,,,{},tt1590844
19216899,/m/04lhy40,The Quatermass Experiment,,,"{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/07s9rl0"": ""Drama""}",tt0450315
13275856,/m/03c04z0,Speer und Er,,,"{""/m/03bxz7"": ""Biographical film"", ""/m/082gq"": ""War film""}",tt0401984
22129265,/m/04zvrf2,Coming Soon,2008,,"{""/m/03npn"": ""Horror""}",tt1307057
18988278,/m/04jjppp,A Case of Murder,2004,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",tt0348565
11929945,/m/02ryhn2,Those Amazing Animals,,,{},
33840806,/m/0hnd6pj,Zhetha Gyab,,,{},
16278823,/m/03wfvmn,The Country Mouse and the City Mouse: A Christmas Tale,,,"{""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation""}",tt0242389
28511974,/m/0crg6n5,3 Char Sau Beas,2010,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",
11344048,/m/02r8d0j,Tsuki ni Shizumu,,,"{""/m/02hmvc"": ""Short Film"", ""/m/0gw5n2f"": ""Japanese Movies""}",tt1754794
19042325,/m/04jk8fw,All at Sea,1936,,"{""/m/05p553"": ""Comedy film""}",tt0023755
15383599,/m/03m6qdf,Hardwood,2005,,"{""/m/01z02hx"": ""Sports"", ""/m/017fp"": ""Biography"", ""/m/03g3w"": ""History"", ""/m/02hmvc"": ""Short Film"", ""/m/0hj3n8h"": ""Interpersonal Relationships"", ""/m/0jtdp"": ""Documentary""}",tt0443531
12804724,/m/02x5nbn,Napoleon,,,{},tt1441589
23308914,/m/065z5mt,James May on the Moon,,,"{""/m/0jtdp"": ""Documentary""}",tt1489904
34172458,/m/0hrdsvf,Sipaayi,,,"{""/m/02kdv5l"": ""Action""}",tt13802196
33496618,/m/0h97xrt,I Phone You,2011,,"{""/m/06cvj"": ""Romantic comedy""}",tt1773477
10198223,/m/02q4x_b,Alone,2007,9365071.0,"{""/m/03npn"": ""Horror""}",tt0484090
17637975,/m/0462zft,The Trunk,,,"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery""}",
